客户	ERP CO.	工单号	产品码	款号	订单数量	订单交期
KATHMANDU LIMITED	C010733-002	A09-031	FG25	51126/619/STDR	150	2009/10/13
KATHMANDU LIMITED	C010733-003	A09-032	FG01	51113/311/STDL	10	2008/1/23
KATHMANDU LIMITED	C010733-003	A09-032	FG25	51126/619/LRGL	100	2009/10/13
KATHMANDU LIMITED	C010733-004	A09-033	FG01	51113/311/LRGL	10	2008/1/23
KATHMANDU LIMITED	C010733-004	A09-033	FG25	51126/619/LRGR	50	2009/10/13
KATHMANDU LIMITED	C010733-005	A09-034	FG01	51111/957/STDL	10	2008/1/23
KATHMANDU LIMITED	C010733-005	A09-034	FG19	51128/589/STDL	150	2009/10/13
KATHMANDU LIMITED	C010733-006	A09-035	FG01	51111/957/LRGL	10	2008/1/23
KATHMANDU LIMITED	C010733-006	A09-035	FG01	51107/957/STDL	130	2008/10/15
KATHMANDU LIMITED	C010733-006	A09-035	FG19	51128/589/STDR	100	2009/10/13
KATHMANDU LIMITED	C010734-001	A09-036	FG01	51110/391/SL	130	2008/1/23
KATHMANDU LIMITED	C010734-001	A09-036	FG01	51107/957/STDR	80	2008/10/15
KATHMANDU LIMITED	C010734-001	A09-036	FG19	51128/589/LRGL	80	2009/10/13
KATHMANDU LIMITED	C010734-002	A09-037	FG01	51110/391/SR	120	2008/1/23
KATHMANDU LIMITED	C010734-002	A09-037	FG01	51107/957/LRGL	30	2008/10/15
KATHMANDU LIMITED	C010734-002	A09-037	FG19	51128/589/LRGR	50	2009/10/13
KATHMANDU LIMITED	C010734-003	A09-038	FG01	51110/391/STDL	110	2008/1/23
KATHMANDU LIMITED	C010734-003	A09-038	FG01	51107/957/LRGR	40	2008/10/15
KATHMANDU LIMITED	C010734-003	A09-038	FG25	51127/902/STDL	300	2009/10/13
KATHMANDU LIMITED	C010734-004	A09-039	FG01	51110/391/STDR	70	2008/1/23
KATHMANDU LIMITED	C010734-004	A09-039	FG25	51127/902/STDR	300	2009/10/13
KATHMANDU LIMITED	C010734-005	A09-040	FG01	51110/391/LRGL	130	2008/1/23
KATHMANDU LIMITED	C010734-005	A09-040	FG25	51127/902/LRGL	200	2009/10/13
KATHMANDU LIMITED	C010734-006	A09-041	FG01	51110/391/LRGR	110	2008/1/23
KATHMANDU LIMITED	C010734-006	A09-041	FG01	51133/619/STDL	70	2008/10/15
KATHMANDU LIMITED	C010734-006	A09-041	FG25	51127/902/LRGR	200	2009/10/13
KATHMANDU LIMITED	C010734-007	A09-042	FG01	51108/867/SL	130	2008/1/23
KATHMANDU LIMITED	C010734-007	A09-042	FG01	51133/619/LRGL	70	2008/10/15
KATHMANDU LIMITED	C010734-007	A09-042	FG01	51108/867/STDL	150	2009/10/13
KATHMANDU LIMITED	C010734-008	A09-043	FG01	51108/867/SR	110	2008/1/23
KATHMANDU LIMITED	C010734-008	A09-043	FG01	51121/311/STDL	60	2008/10/15
KATHMANDU LIMITED	C010734-008	A09-043	FG01	51108/867/STDR	200	2009/10/13
KATHMANDU LIMITED	C010734-009	A09-044	FG01	51108/867/STDL	80	2008/1/23
KATHMANDU LIMITED	C010734-009	A09-044	FG01	51121/311/LRGL	60	2008/10/15
KATHMANDU LIMITED	C010734-009	A09-044	FG01	51108/867/LRGR	75	2009/10/13
KATHMANDU LIMITED	C010734-010	A09-045	FG01	51108/867/STDR	40	2008/1/23
KATHMANDU LIMITED	C010734-010	A09-045	FG01	51107/957/STDL	200	2009/10/13
KATHMANDU LIMITED	C010734-011	A09-046	FG01	51108/867/LRGL	80	2008/1/23
KATHMANDU LIMITED	C010734-011	A09-046	FG01	51107/957/STDR	200	2009/10/13
KATHMANDU LIMITED	C010734-012	A09-047	FG01	51108/867/LRGR	80	2008/1/23
KATHMANDU LIMITED	C010734-012	A09-047	FG01	51107/957/STDL	24	2008/9/25
KATHMANDU LIMITED	C010734-012	A09-047	FG01	51107/957/LRGL	50	2009/10/13
KATHMANDU LIMITED	C010734-013	A09-048	FG01	51109/592/STDL	140	2008/1/23
KATHMANDU LIMITED	C010734-013	A09-048	FG01	51107/957/STDR	20	2008/9/25
KATHMANDU LIMITED	C010734-013	A09-048	FG01	51107/957/LRGR	50	2009/10/13
KATHMANDU LIMITED	C010734-014	A09-049	FG01	51109/592/STDR	140	2008/1/23
KATHMANDU LIMITED	C010734-014	A09-049	FG01	51107/957/LRGL	10	2008/9/25
KATHMANDU LIMITED	C010734-014	A09-049	FG01	51110/391/STDL	100	2009/10/13
KATHMANDU LIMITED	C010734-015	A09-050	FG01	51109/592/LRGL	130	2008/1/23
KATHMANDU LIMITED	C010734-015	A09-050	FG01	51107/957/LRGR	10	2008/9/25
KATHMANDU LIMITED	C010734-015	A09-050	FG01	51110/391/LRGL	50	2009/10/13
KATHMANDU LIMITED	C010734-016	A09-051	FG01	51109/592/LRGR	130	2008/1/23
KATHMANDU LIMITED	C010734-016	A09-051	FG01	51111/957/STDL	12	2008/9/25
KATHMANDU LIMITED	C010734-016	A09-051	FG01	51133/619/STDL	150	2009/10/13
KATHMANDU LIMITED	C010734-017	A09-052	FG01	51107/957/STDL	140	2008/1/23
KATHMANDU LIMITED	C010734-017	A09-052	FG01	51111/957/LRGL	12	2008/9/25
KATHMANDU LIMITED	C010734-017	A09-052	FG01	51133/619/LRGL	150	2009/10/13
KATHMANDU LIMITED	C010734-018	A09-053	FG01	51107/957/STDR	80	2008/1/23
KATHMANDU LIMITED	C010734-018	A09-053	FG01	51133/619/STDL	12	2008/9/25
KATHMANDU LIMITED	C010734-018	A09-053	FG31	51132/403/ONEL	150	2009/10/13
KATHMANDU LIMITED	C010734-019	A09-054	FG01	51107/957/LRGL	140	2008/1/23
KATHMANDU LIMITED	C010734-019	A09-054	FG01	51133/619/LRGL	12	2008/9/25
KATHMANDU LIMITED	C010734-019	A09-054	FG31	51132/403/ONER	300	2009/10/13
KATHMANDU LIMITED	C010734-020	A09-055	FG01	51107/957/LRGR	110	2008/1/23
KATHMANDU LIMITED	C010734-020	A09-055	FG01	51121/311/STDL	12	2008/9/25
KATHMANDU LIMITED	C010734-020	A09-055	FG31	51132/602/ONEL	300	2009/10/13
KATHMANDU LIMITED	C010734-021	A09-056	FG01	51112/866/STDL	150	2008/1/23
KATHMANDU LIMITED	C010734-021	A09-056	FG01	51121/311/LRGL	12	2008/9/25
KATHMANDU LIMITED	C010734-021	A09-056	FG31	51132/602/ONER	100	2009/10/13
KATHMANDU LIMITED	C010734-022	A09-057	FG01	51112/866/STDR	130	2008/1/23
KATHMANDU LIMITED	C010734-022	A09-057	FG01	51110/391/STDL	80	2008/9/25
KATHMANDU LIMITED	C010734-022	A09-057	FG31	51132/403/ONEL	250	2009/10/13
KATHMANDU LIMITED	C010734-023	A09-058	FG01	51112/866/LRGL	140	2008/1/23
KATHMANDU LIMITED	C010734-023	A09-058	FG01	51110/391/STDR	110	2008/9/25
KATHMANDU LIMITED	C010734-023	A09-058	FG31	51132/403/ONER	250	2009/10/13
KATHMANDU LIMITED	C010734-024	A09-059	FG01	51112/866/LRGR	130	2008/1/23
KATHMANDU LIMITED	C010734-024	A09-059	FG01	51108/867/SL	30	2008/9/25
KATHMANDU LIMITED	C010734-024	A09-059	FG31	51132/602/ONEL	250	2009/10/13
KATHMANDU LIMITED	C010734-025	A09-060	FG01	51111/957/STDL	170	2008/1/23
KATHMANDU LIMITED	C010734-025	A09-060	FG01	51108/867/SR	50	2008/9/25
KATHMANDU LIMITED	C010734-025	A09-060	FG31	51132/602/ONER	250	2009/10/13
KATHMANDU LIMITED	C010734-026	A09-061	FG01	51111/957/LRGL	190	2008/1/23
KATHMANDU LIMITED	C010734-026	A09-061	FG01	51108/867/STDL	200	2008/9/25
MHW	C010734-026	A09-061	FG24	OU8369-412-L-L	408	2009/10/16
KATHMANDU LIMITED	C010734-027	A09-062	FG01	51113/311/STDL	140	2008/1/23
KATHMANDU LIMITED	C010734-027	A09-062	FG01	51108/867/STDR	220	2008/9/25
MHW	C010734-027	A09-062	FG24	OU8369-412-L-R	78	2009/10/16
KATHMANDU LIMITED	C010734-028	A09-063	FG01	51113/311/LRGL	140	2008/1/23
KATHMANDU LIMITED	C010734-028	A09-063	FG01	51108/867/LRGL	60	2008/9/25
MHW	C010734-028	A09-063	FG24	OU8369-412-R-L	462	2009/10/16
KATHMANDU LIMITED	C010734-029	A09-064	FG01	51114/865/STDL	120	2008/1/23
KATHMANDU LIMITED	C010734-029	A09-064	FG01	51108/867/LRGR	50	2008/9/25
MHW	C010734-029	A09-064	FG24	OU8369-412-R-R	114	2009/10/16
KATHMANDU LIMITED	C010734-030	A09-065	FG01	51114/865/LRGL	120	2008/1/23
KATHMANDU LIMITED	C010734-030	A09-065	FG01	51113/311/STDL	105	2008/9/25
MHW	C010734-030	A09-065	FG24	OU8370-022-L-L	126	2009/10/16
KATHMANDU LIMITED	C010733-007	A09-066	FG01	51109/592/STDL	20	2008/1/23
KATHMANDU LIMITED	C010733-007	A09-066	FG53	51138/107/ONE	80	2008/9/25
MHW	C010733-007	A09-066	FG24	OU8370-022-L-R	48	2009/10/16
KATHMANDU LIMITED	C013511-023	A09-067	FG01	51110/391/STDL	90	2008/10/15
MHW	C013511-023	A09-067	FG24	OU8370-022-R-L	162	2009/10/16
KATHMANDU LIMITED	C013511-024	A09-068	FG01	51110/391/STDR	80	2008/10/15
MHW	C013511-024	A09-068	FG24	OU8370-022-R-R	72	2009/10/16
KATHMANDU LIMITED	C013511-025	A09-069	FG01	51108/867/STDL	320	2008/10/15
MHW	C013511-025	A09-069	FG24	OU8387-431-L-L	36	2009/10/16
KATHMANDU LIMITED	C013511-026	A09-070	FG01	51108/867/STDR	260	2008/10/15
MHW	C013511-026	A09-070	FG24	OU8387-431-L-R	120	2009/10/16
KATHMANDU LIMITED	C013511-027	A09-071	FG01	51108/867/LRGL	80	2008/10/15
MHW	C013511-027	A09-071	FG24	OU8387-431-R-L	36	2009/10/16
KATHMANDU LIMITED	C013511-028	A09-072	FG01	51108/867/LRGR	90	2008/10/15
MHW	C013511-028	A09-072	FG24	OU8387-431-R-R	198	2009/10/16
KATHMANDU LIMITED	C013511-029	A09-073	FG01	51113/311/STDL	80	2008/10/15
KELTY	C013511-029	A09-073	FG11	33005421	42	2009/9/10
KATHMANDU LIMITED	C013511-030	A09-074	FG53	51137/902/ONE	110	2008/10/15
KELTY	C013511-030	A09-074	FG11	33005431	72	2009/9/10
KATHMANDU LIMITED	C013511-031	A09-075	FG53	51138/107/ONE	60	2008/10/15
KELTY	C013511-031	A09-075	FG11	33005451	60	2009/9/10
"ALIPINIST CO.,LTD."	C014127-001	A09-076	FG91	AFJK06151-L	100	2008/10/5
KELTY	C014127-001	A09-076	FG11	33005531	30	2009/9/10
"ALIPINIST CO.,LTD."	C014127-002	A09-077	FG91	AFJK06151-M	50	2008/10/5
KELTY	C014127-002	A09-077	FG11	33005551	36	2009/9/10
"ALIPINIST CO.,LTD."	C014127-003	A09-078	FG91	AFJK06151-XL	80	2008/10/5
KELTY	C014127-003	A09-078	FG11	33105231	36	2009/9/10
"ALIPINIST CO.,LTD."	C014128-001	A09-079	FG91	AFJK06152-BK-M	70	2008/10/5
KELTY	C014128-001	A09-079	FG11	33105251	30	2009/9/10
"ALIPINIST CO.,LTD."	C014128-002	A09-080	FG91	AFJK06152-BK-L	150	2008/10/5
KELTY	C014128-002	A09-080	FG11	34005231	36	2009/9/10
"ALIPINIST CO.,LTD."	C014128-003	A09-081	FG91	AFJK06152-BK-XL	100	2008/10/5
KELTY	C014128-003	A09-081	FG11	34005251	36	2009/9/10
"ALIPINIST CO.,LTD."	C014129-001	A09-082	FG91	AFJK06153-OL-M	50	2008/10/5
"ALIPINIST CO.,LTD."	C014129-002	A09-083	FG91	AFJK06153-OL-L	100	2008/10/5
KELTY	C014129-002	A09-083	FG01	38005131	42	2009/9/10
"ALIPINIST CO.,LTD."	C014129-003	A09-084	FG91	AFJK06153-OL-XL	80	2008/10/5
KELTY	C014129-003	A09-084	FG01	38005151	42	2009/9/10
"ALIPINIST CO.,LTD."	C014130-001	A09-085	FG91	AFJK06154-BL-M	50	2008/10/5
KELTY	C014130-001	A09-085	FG01	38005431	150	2009/9/10
"ALIPINIST CO.,LTD."	C014130-002	A09-086	FG91	AFJK06154-BL-L	100	2008/10/5
KELTY	C014130-002	A09-086	FG01	38007121	36	2009/9/10
"ALIPINIST CO.,LTD."	C014130-003	A09-087	FG91	AFJK06154-BL-XL	80	2008/10/5
KELTY	C014130-003	A09-087	YG01	38007533NB	42	2009/9/10
SD	0	A09-088	FG11	00584307RL	480	2008/9/29
KELTY	C014272-001	A09-088	FG01	38205231	54	2009/9/10
SD	0	A09-089	FG11	00584307LL	392	2008/9/29
KELTY	C014272-002	A09-089	FG01	38205251	42	2009/9/10
SD	0	A09-090	FG11	00584607LR	232	2008/9/29
KELTY	C014272-003	A09-090	FG01	38205431	24	2009/9/10
SD	0	A09-091	FG11	00584607RR	416	2008/9/29
KELTY	C014272-004	A09-091	FG01	38205451	30	2009/9/10
KELTY	C014415-001	A09-092	FG11	33005131NB	30	2008/10/9
KATHMANDU LIMITED	C014415-001	A09-092	FG27	51131/403/STDL	100	2009/9/12
KELTY	C014416-001	A09-093	FG11	33005431	180	2008/10/9
KATHMANDU LIMITED	C014416-001	A09-093	FG27	51131/403/STDR	100	2009/9/12
KELTY	C014423-001	A09-094	FG01	38005131	60	2008/10/9
KATHMANDU LIMITED	C014423-001	A09-094	FG27	51131/403/LRGL	100	2009/9/12
KELTY	C014424-001	A09-095	FG01	38005151	24	2008/10/9
KATHMANDU LIMITED	C014424-001	A09-095	FG27	51131/403/LRGR	100	2009/9/12
KELTY	C014425-001	A09-096	FG01	38005421	30	2008/10/9
KATHMANDU LIMITED	C014425-001	A09-096	FG27	51131/403/STDL	80	2009/10/13
KELTY	C014426-001	A09-097	FG01	38005451	60	2008/10/9
KATHMANDU LIMITED	C014426-001	A09-097	FG27	51131/403/STDR	75	2009/10/13
KELTY	C014427-001	A09-098	FG01	38005531	30	2008/10/9
KATHMANDU LIMITED	C014427-001	A09-098	FG27	51131/403/LRGL	25	2009/10/13
KELTY	C014428-001	A09-099	FG01	38005551	24	2008/10/9
KATHMANDU LIMITED	C014428-001	A09-099	FG27	51131/403/STDL	200	2009/10/13
WENZEL	C014491-001	A09-100	FG31	49118	100	2008/10/1
KATHMANDU LIMITED	C014491-001	A09-100	FG27	51131/403/STDR	175	2009/10/13
KELTY	C014503-001	A09-101	FG25	31007433NB	300	2008/10/9
KATHMANDU LIMITED	C014503-001	A09-101	FG27	51131/403/LRGL	100	2009/10/13
FUNCTIONAL DESIGN	C014553-001	A09-102	YG01	SAMPLE	150	2008/12/30
KATHMANDU LIMITED	C014553-001	A09-102	FG27	51131/403/LRGR	100	2009/10/13
非合同产品	d000047-006	A09-103	CG01	ADVENTURE-S2011L	112	2008/9/20
非合同产品	d000047-007	A09-104	CG01	ADVENTURE-S2011M	92	2008/9/20
非合同产品	d000047-010	A09-105	CG26	CAMPING-S3031L	140	2008/9/25
非合同产品	d000047-011	A09-106	CG26	CAMPING-S3031M	60	2008/9/25
SAM'S	C014575-001	A09-107	YG01	SG11096F	2520	2008/10/27
非合同产品	d000049-001	A09-112	CG01	ADVENTURE-S1011L	20	2008/9/25
非合同产品	d000049-002	A09-113	CG01	ADVENTURE-S1011M	20	2008/9/25
KELTY	C014616-001	A09-114	FG11	33506131	500	2008/12/4
KELTY	C014617-001	A09-115	FG11	33506151	180	2008/12/4
KELTY	C014618-001	A09-116	FG14	35106131	275	2008/12/4
KELTY	C014619-001	A09-117	FG14	35106151	100	2008/12/4
非合同产品	d000050-001	A09-118	CG31	DM-0630019	100	2008/9/20
依赏企业有限公司	C014625-002	A09-119	FG91021	DMDV01BG-M	93	2008/11/3
依赏企业有限公司	C014625-003	A09-120	FG91021	DMDV01BG-L	93	2008/11/3
依赏企业有限公司	C014625-004	A09-121	FG91021	DMDV01BG-XL	47	2008/11/3
依赏企业有限公司	C014625-005	A09-122	FG91021	DMDV01SB-S	54	2008/11/3
依赏企业有限公司	C014625-006	A09-123	FG91021	DMDV01SB-M	106	2008/11/3
依赏企业有限公司	C014625-007	A09-124	FG91021	DMDV01SB-L	106	2008/11/3
依赏企业有限公司	C014625-008	A09-125	FG91021	DMDV01SB-XL	54	2008/11/3
依赏企业有限公司	C014625-009	A09-126	FG91021	DMDV01RD-S	47	2008/11/3
依赏企业有限公司	C014625-010	A09-127	FG91021	DMDV01RD-M	93	2008/11/3
依赏企业有限公司	C014625-011	A09-128	FG91021	DMDV01RD-L	93	2008/11/3
依赏企业有限公司	C014625-012	A09-129	FG91021	DMDV01RD-XL	47	2008/11/3
依赏企业有限公司	C014625-013	A09-130	FG91021	DMDV02OM-S	40	2008/11/3
依赏企业有限公司	C014625-014	A09-131	FG91021	DMDV02OM-M	85	2008/11/3
依赏企业有限公司	C014625-015	A09-132	FG91021	DMDV02OM-L	85	2008/11/3
依赏企业有限公司	C014625-016	A09-133	FG91021	DMDV02OM-XL	40	2008/11/3
依赏企业有限公司	C014625-017	A09-134	FG91021	DMDV02EB-S	40	2008/11/3
依赏企业有限公司	C014625-018	A09-135	FG91021	DMDV02EB-M	85	2008/11/3
依赏企业有限公司	C014625-019	A09-136	FG91021	DMDV02EB-L	85	2008/11/3
依赏企业有限公司	C014625-020	A09-137	FG91021	DMDV02EB-XL	40	2008/11/3
依赏企业有限公司	C014625-021	A09-138	FG91021	DMDV02RD-S	50	2008/11/3
依赏企业有限公司	C014625-022	A09-139	FG91021	DMDV02RD-M	100	2008/11/3
依赏企业有限公司	C014625-023	A09-140	FG91021	DMDV02RD-L	100	2008/11/3
依赏企业有限公司	C014625-024	A09-141	FG91021	DMDV02RD-XL	50	2008/11/3
依赏企业有限公司	C014625-025	A09-142	FG91021	CMDW03BG-S	65	2008/11/3
依赏企业有限公司	C014625-026	A09-143	FG91021	CMDW03BG-M	135	2008/11/3
依赏企业有限公司	C014625-027	A09-144	FG91021	CMDW03BG-L	135	2008/11/3
依赏企业有限公司	C014625-028	A09-145	FG91021	CMDW03BG-XL	65	2008/11/3
依赏企业有限公司	C014625-029	A09-146	FG91021	CMDW03BK-S	65	2008/11/3
依赏企业有限公司	C014625-030	A09-147	FG91021	CMDW03BK-M	135	2008/11/3
依赏企业有限公司	C014625-031	A09-148	FG91021	CMDW03BK-L	135	2008/11/3
依赏企业有限公司	C014625-032	A09-149	FG91021	CMDW03BK-XL	65	2008/11/3
依赏企业有限公司	C014625-033	A09-150	FG91021	DMDW01KH-S	45	2008/11/3
依赏企业有限公司	C014625-034	A09-151	FG91021	DMDW01KH-M	90	2008/11/3
依赏企业有限公司	C014625-035	A09-152	FG91021	DMDW01KH-L	90	2008/11/3
依赏企业有限公司	C014625-036	A09-153	FG91021	DMDW01KH-XL	45	2008/11/3
依赏企业有限公司	C014625-037	A09-154	FG91021	DMDW01EB-S	45	2008/11/3
依赏企业有限公司	C014625-038	A09-155	FG91021	DMDW01EB-M	90	2008/11/3
依赏企业有限公司	C014625-039	A09-156	FG91021	DMDW01EB-L	90	2008/11/3
依赏企业有限公司	C014625-040	A09-157	FG91021	DMDW01EB-XL	45	2008/11/3
依赏企业有限公司	C014625-041	A09-158	FG91021	DMDW01BL-S	45	2008/11/3
依赏企业有限公司	C014625-042	A09-159	FG91021	DMDW01BL-M	85	2008/11/3
依赏企业有限公司	C014625-043	A09-160	FG91021	DMDW01BL-L	85	2008/11/3
依赏企业有限公司	C014625-044	A09-161	FG91021	DMDW01BL-XL	45	2008/11/3
非合同产品	D000051-001	A09-162	CG01	ADVENTURE-S2021M	1	2008/9/20
非合同产品	D000051-002	A09-163	CG25	CAMPING-S3041M	1	2008/9/25
非合同产品	D000051-003	A09-164	CG26	CAMPING-S3031M	1	2008/9/25
"PYUNG AN TEXTILE CO,LTD"	C014643-001	A09-165	FG91011	76-7-2002 095 RED	37	2008/10/27
"PYUNG AN TEXTILE CO,LTD"	C014643-002	A09-166	FG91011	76-7-2002 100 RED	63	2008/10/27
"PYUNG AN TEXTILE CO,LTD"	C014643-003	A09-167	FG91011	76-7-2002 105 RED	50	2008/10/27
"PYUNG AN TEXTILE CO,LTD"	C014643-015	A09-168	FG92011	76-8-2002 100 PURPLE	52	2008/10/27
"PYUNG AN TEXTILE CO,LTD"	C014643-014	A09-169	FG92011	76-8-2002 095 PURPLE	68	2008/10/27
"PYUNG AN TEXTILE CO,LTD"	C014643-013	A09-170	FG92011	76-8-2002 090 PURPLE	30	2008/10/27
KELTY	C014643-013	A09-170	FG11	33105231	36	2009/10/8
"PYUNG AN TEXTILE CO,LTD"	C014643-007	A09-171	FG91011	76-7-2002 095 NAVY	37	2008/10/27
KELTY	C014643-007	A09-171	FG11	33105251	48	2009/10/8
"PYUNG AN TEXTILE CO,LTD"	C014643-008	A09-172	FG91011	76-7-2002 100 NAVY	63	2008/10/27
KELTY	C014643-008	A09-172	FG11	33105431	42	2009/10/8
"PYUNG AN TEXTILE CO,LTD"	C014643-009	A09-173	FG91011	76-7-2002 105 NAVY	50	2008/10/27
KELTY	C014643-009	A09-173	FG11	33105451	36	2009/10/8
"PYUNG AN TEXTILE CO,LTD"	C014643-021	A09-174	FG92011	76-8-2002 095 DK VIOLET	65	2008/10/27
KELTY	C014643-021	A09-174	FG01	38205251	42	2009/10/8
"PYUNG AN TEXTILE CO,LTD"	C014643-023	A09-175	FG92011	76-8-2002 100 DK VIOLET	50	2008/10/27
KELTY	C014643-023	A09-175	FG26	32106131	350	2009/10/8
"PYUNG AN TEXTILE CO,LTD"	C014643-019	A09-176	FG92011	76-8-2002 090 DK VIOLET	35	2008/10/27
KELTY	C014643-019	A09-176	FG26	32106151	150	2009/10/8
"PYUNG AN TEXTILE CO,LTD"	C014644-001	A09-177	FG91011	76-7-2004 095 ORANGE	75	2008/11/5
LAFUMA	C014644-001	A09-177	FG01	LFC1361	140	2009/8/19
"PYUNG AN TEXTILE CO,LTD"	C014644-002	A09-178	FG91011	76-7-2004 100 ORANGE	126	2008/10/27
"ALIPINIST CO.,LTD."	C014644-002	A09-178	FG91	AFJK07120 BLACK-M	90	2009/10/6
"PYUNG AN TEXTILE CO,LTD"	C014644-003	A09-179	FG91011	76-7-2004 105 ORANGE	99	2008/10/27
"ALIPINIST CO.,LTD."	C014644-003	A09-179	FG91	AFJK07120 BLACK-L	150	2009/10/6
"PYUNG AN TEXTILE CO,LTD"	C014644-004	A09-180	FG91011	76-7-2004 095 LIME STONE	75	2008/11/5
"ALIPINIST CO.,LTD."	C014644-004	A09-180	FG91	AFJK07120 BLACK-XL	120	2009/10/6
"PYUNG AN TEXTILE CO,LTD"	C014644-005	A09-181	FG91011	76-7-2004 100 LIME STONE	126	2008/10/27
"ALIPINIST CO.,LTD."	C014644-005	A09-181	FG91	AFJK07120 BLACK-XXL	40	2009/10/6
"PYUNG AN TEXTILE CO,LTD"	C014644-006	A09-182	FG91011	76-7-2004 105 LIME STONE	99	2008/10/27
"ALIPINIST CO.,LTD."	C014644-006	A09-182	FG91	AFJK07121 RED -M	65	2009/10/6
"PYUNG AN TEXTILE CO,LTD"	C014644-007	A09-183	FG92011	76-8-2004 090 RED	75	2008/11/5
"ALIPINIST CO.,LTD."	C014644-007	A09-183	FG91	AFJK07121 RED -L	105	2009/10/6
"PYUNG AN TEXTILE CO,LTD"	C014644-008	A09-184	FG92011	76-8-2004 095 RED	126	2008/11/5
"ALIPINIST CO.,LTD."	C014644-008	A09-184	FG91	AFJK07121RED -XL	80	2009/10/6
"PYUNG AN TEXTILE CO,LTD"	C014644-009	A09-185	FG92011	76-8-2004 100 RED	99	2008/11/5
"ALIPINIST CO.,LTD."	C014644-009	A09-185	FG91	AFJK07122 GREEN -M	65	2009/10/6
"PYUNG AN TEXTILE CO,LTD"	C014644-010	A09-186	FG92011	76-8-2004 090 GREEN	75	2008/10/27
"ALIPINIST CO.,LTD."	C014644-010	A09-186	FG91	AFJK07122 GREEN -L	105	2009/10/6
"PYUNG AN TEXTILE CO,LTD"	C014644-011	A09-187	FG92011	76-8-2004 095 GREEN	126	2008/10/27
"ALIPINIST CO.,LTD."	C014644-011	A09-187	FG91	AFJK07122 GREEN -XL	80	2009/10/6
"PYUNG AN TEXTILE CO,LTD"	C014644-012	A09-188	FG92011	76-8-2004 100 GREEN	99	2008/10/27
非合同产品	C014644-012	A09-188	CG01	S102107 M	20	2009/9/10
非合同产品	d000052-001	A09-189	CG31	DM-0630020	80	2008/9/28
非合同产品	d000052-001	A09-189	CG01	S102107 L	50	2009/9/10
依赏企业有限公司	C014625-001	A09-190	FG91021	DMDV01BG-S	47	2008/11/3
非合同产品	C014625-001	A09-190	CG01	S203107 M	150	2009/9/10
非合同产品	d000054-001	A09-191	CG31	DM-0630021	50	2008/9/30
非合同产品	d000054-001	A09-191	CG01	S203107 L	400	2009/9/10
非合同产品	d000055-001	A09-192	CG01	ADVENTURE-S1021L	12	2008/10/30
非合同产品	d000055-001	A09-192	CG11	S301107 M	150	2009/9/10
非合同产品	d000055-002	A09-193	CG01	ADVENTURE-S1021M	8	2008/10/30
非合同产品	d000055-002	A09-193	CG11	S301107 L	400	2009/9/10
"PYUNG AN TEXTILE CO,LTD"	d000055-003	A09-194	FG91011	7772003 BLACK 095	100	2009/10/15
非合同产品	d000055-003	A09-194	CG01	ADVENTURE-S1031L	56	2008/10/25
"PYUNG AN TEXTILE CO,LTD"	d000055-004	A09-195	FG91011	7772003 BLACK 100	160	2009/10/15
非合同产品	d000055-004	A09-195	CG01	ADVENTURE-S1031M	40	2008/10/25
"PYUNG AN TEXTILE CO,LTD"	d000055-005	A09-196	FG91011	7772003 BLACK 105	120	2009/10/15
非合同产品	d000055-005	A09-196	CG01	ADVENTURE-S2011L	132	2008/10/25
"PYUNG AN TEXTILE CO,LTD"	d000055-006	A09-197	FG91011	7772003 BLACK 110	20	2009/10/15
非合同产品	d000055-006	A09-197	CG01	ADVENTURE-S2011M	92	2008/10/25
"PYUNG AN TEXTILE CO,LTD"	d000055-007	A09-198	FG91011	7772003 NAVY 095	75	2009/10/15
非合同产品	d000055-007	A09-198	CG12	CAMPING-S3011L	64	2008/10/20
"PYUNG AN TEXTILE CO,LTD"	d000055-008	A09-199	FG91011	7772003 NAVY 100	120	2009/10/15
非合同产品	d000055-008	A09-199	CG12	CAMPING-S3011M	40	2008/10/20
"PYUNG AN TEXTILE CO,LTD"	d000055-009	A09-200	FG91011	7772003 NAVY 105	90	2009/10/15
非合同产品	d000055-009	A09-200	CG26	CAMPING-S3031L	140	2008/10/25
"PYUNG AN TEXTILE CO,LTD"	d000055-010	A09-201	FG91011	7772003 NAVY 110	15	2009/10/15
非合同产品	d000055-010	A09-201	CG26	CAMPING-S3031M	100	2008/10/25
"PYUNG AN TEXTILE CO,LTD"	d000055-011	A09-202	FG92011	7782003 GREEN 090	50	2009/10/15
非合同产品	d000055-011	A09-202	CG25	CAMPING-S3041L	112	2008/10/25
"PYUNG AN TEXTILE CO,LTD"	d000055-012	A09-203	FG92011	7782003 GREEN 095	80	2009/10/15
非合同产品	d000055-012	A09-203	CG25	CAMPING-S3041M	76	2008/10/25
"PYUNG AN TEXTILE CO,LTD"	d000055-013	A09-204	FG92011	7782003 GREEN 100	60	2009/10/15
非合同产品	d000055-013	A09-204	CG01	ADVENTURE-S2021L	132	2008/10/30
"PYUNG AN TEXTILE CO,LTD"	d000055-014	A09-205	FG92011	7782003 GREEN 105	10	2009/10/15
非合同产品	d000055-014	A09-205	CG01	ADVENTURE-S2021M	92	2008/10/30
SJK	C010949-001	A10-001	FG23	SJ01614F44	200	2008/2/3
KATHMANDU LIMITED	C010949-001	A10-001	FG01	51133/619/STDL	32	2008/10/20
